,Department,Course_Num,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Meeting_Time,Meeting_Dates,Professor
1115,CHTR,5020,13231,001,Lecture,3,28,Maury Hall 113, 11:00am - 12:15pm,TuTh,Miyabi Goto
1116,EALC,4999,20054,001,IND,3,3,TBA,TBA,,Anne Kinney
1117,EAST,3559,17898,001,Lecture,3,25,Nau Hall 211, 3:30pm - 6:00pm,Tu,Miyabi Goto
1118,EAST,4991,12184,001,SEM,1,15,TBA,TBA,,Gustav Heldt
1119,EAST,4999,13811,001,IND,3,30,TBA,TBA,,Gustav Heldt
1120,EAST,5162,19742,001,Lecture,3,30,Nau Hall 141, 3:30pm - 4:45pm,TuTh,Xiaoyuan Liu
1121,EAST,5559,17899,001,Lecture,3,25,Nau Hall 211, 3:30pm - 6:00pm,Tu,Miyabi Goto
1122,EAST,5864,19702,001,Lecture,3,18,Fayerweather Hall 206, 12:30pm - 1:45pm,MoWe,Dorothy Wong
1123,EAST,8999,13235,001,IND,1 - 12,30,TBA,TBA,,Staff
1124,JAPN,1020,10255,001,Lecture,4,16,New Cabell Hall 211, 9:00am - 9:50am,MoTuWeThFr,Yumiko Morita
1125,JAPN,1020,10256,002,Lecture,4,16,New Cabell Hall 107, 10:00am - 10:50am,MoTuWeThFr,Tomoko Marshall
1126,JAPN,1020,12097,003,Lecture,4,16,New Cabell Hall 107, 11:00am - 11:50am,MoTuWeThFr,Tomoko Marshall
1127,JAPN,1020,10257,004,Lecture,4,16,New Cabell Hall 107, 12:00pm - 12:50pm,MoTuWeThFr,Tomoko Marshall
1128,JAPN,2020,10259,002,Lecture,4,16,New Cabell Hall 183, 11:00am - 11:50am,MoTuWeThFr,Mieko Kawai
1129,JAPN,2020,11838,003,Lecture,4,16,New Cabell Hall 107, 1:00pm - 1:50pm,MoTuWeThFr,Mieko Kawai
1130,JAPN,3020,10260,001,Lecture,3,12,Cocke Hall 115, 1:00pm - 1:50pm,MoWeFr,Yumiko Morita
1131,JAPN,3020,13225,002,Lecture,3,12,New Cabell Hall 594, 12:00pm - 12:50pm,MoWeFr,Yumiko Morita
1132,JAPN,3025,10261,001,Lecture,1,20,TBA,TBA,,Tomoko Marshall
1133,JAPN,4710,12098,001,Lecture,3,20,Nau Hall 241, 2:00pm - 4:30pm,We,Gustav Heldt
1134,JAPN,4801,17901,001,Lecture,3,12,Nau Hall 142, 9:30am - 10:45am,TuTh,Mieko Kawai
1135,JPTR,3020,11386,001,Lecture,3,20,New Cabell Hall 183, 2:00pm - 3:15pm,TuTh,Anri Yasuda
1136,JPTR,3210,17902,001,SEM,3,20,New Cabell Hall 183, 3:30pm - 6:00pm,Tu,Gustav Heldt
1137,JPTR,3320,17903,001,SEM,3,18,New Cabell Hall 411, 3:30pm - 6:00pm,Mo,Anri Yasuda
1138,JPTR,4991,13228,001,SEM,1,30,TBA,TBA,,Anri Yasuda
1139,JPTR,5020,11387,001,Lecture,3,20,New Cabell Hall 183, 2:00pm - 3:15pm,TuTh,Anri Yasuda
1140,JPTR,5210,17907,001,SEM,3,20,New Cabell Hall 183, 3:30pm - 6:00pm,Tu,Gustav Heldt
1141,JPTR,5320,17908,001,SEM,3,18,New Cabell Hall 411, 3:30pm - 6:00pm,Mo,Anri Yasuda
1142,KOR,1020,10262,001,Lecture,4,16,New Cabell Hall 107, 9:00am - 9:50am,MoTuWeThFr,Yuhjoo Byun
1143,KOR,1020,12275,002,Lecture,4,16,New Cabell Hall 207, 10:00am - 10:50am,MoTuWeThFr,YOON HWA CHOI
1144,KOR,1020,17910,003,Lecture,4,16,New Cabell Hall 207, 11:00am - 11:50am,MoTuWeThFr,YOON HWA CHOI
1145,KOR,2020,10601,001,Lecture,4,16,New Cabell Hall 036, 9:00am - 9:50am,MoTuWeThFr,Sunhee Woo
1146,KOR,2020,12276,002,Lecture,4,16,New Cabell Hall 036, 10:00am - 10:50am,MoTuWeThFr,Sunhee Woo
1147,KOR,2559,17912,001,Lecture,4,15,New Cabell Hall 407, 12:00pm - 12:50pm,MoWeFr,Yuhjoo Byun
1148,KOR,2559,19703,002,Lecture,4,15,New Cabell Hall 036, 11:00am - 11:50am,MoWeFr,Yuhjoo Byun
1149,KOR,3015,11684,001,Lecture,1,30,TBA,TBA,,YOON HWA CHOI
1150,KOR,3020,10263,001,Lecture,3,15,New Cabell Hall 383, 2:00pm - 2:50pm,MoWeFr,Sunhee Woo
1151,KOR,4020,12277,001,Lecture,3,12,New Cabell Hall 064, 1:00pm - 1:50pm,MoWeFr,YOON HWA CHOI
1152,TBTN,3020,13229,001,Lecture,3,5,Nau Hall 287, 9:30am - 10:45am,TuTh,Staff
1153,TBTN,3040,18266,001,Lecture,3,5,Nau Hall 287, 9:30am - 10:45am,TuTh,Staff
1154,ECON,2010,11455,090,Lecture,3,150,Wilson Hall 301, 9:00am - 9:50am,MoWe,Carter Doyle
1155,ECON,2010,18914,091,Lecture,3,150,Wilson Hall 301, 10:00am - 10:50am,MoWe,Carter Doyle
1156,ECON,2010,11766,110,Discussion,0,25,New Cabell Hall 032, 7:00pm - 7:50pm,Th,Cassidy Fritz
1157,ECON,2010,11767,111,Discussion,0,25,New Cabell Hall 032, 5:00pm - 5:50pm,Th,Cassidy Fritz
1158,ECON,2010,11768,112,Discussion,0,25,New Cabell Hall 032, 6:00pm - 6:50pm,Th,Brandon Warren
1159,ECON,2010,11769,113,Discussion,0,25,Ruffner Hall 177, 10:00am - 10:50am,Fr,Brett Fischer
1160,ECON,2010,11770,114,Discussion,0,25,Ruffner Hall 177, 12:00pm - 12:50pm,Fr,Brett Fischer
1161,ECON,2010,11771,116,Discussion,0,25,Ruffner Hall 177, 11:00am - 11:50am,Fr,Brett Fischer
1162,ECON,2010,12465,117,Discussion,0,25,New Cabell Hall 168, 6:00pm - 6:50pm,We,Annie Bird
1163,ECON,2010,12466,118,Discussion,0,25,Maury Hall 110, 8:00pm - 8:50pm,We,Rachel Lee
1164,ECON,2010,12692,119,Discussion,0,25,New Cabell Hall 168, 7:00pm - 7:50pm,We,Annie Bird
1165,ECON,2010,19638,120,Discussion,0,25,Maury Hall 110, 6:00pm - 6:50pm,We,Rachel Lee
1166,ECON,2010,19639,121,Discussion,0,25,Maury Hall 110, 7:00pm - 7:50pm,We,Rachel Lee
1167,ECON,2010,19640,122,Discussion,0,25,Maury Hall 110, 5:00pm - 5:50pm,Th,Brandon Warren
1168,ECON,2010,12278,200,Lecture,3,200,Wilson Hall 301, 1:00pm - 1:50pm,MoWe,Marc Santugini Repiquet
1169,ECON,2010,12279,201,Discussion,0,25,New Cabell Hall 032, 8:00am - 8:50am,Fr,Yiduo Liu
1170,ECON,2010,12280,202,Discussion,0,25,New Cabell Hall 032, 9:00am - 9:50am,Fr,Yiduo Liu
1171,ECON,2010,12281,203,Discussion,0,25,New Cabell Hall 032, 10:00am - 10:50am,Fr,Spencer Kennedy
1172,ECON,2010,12282,204,Discussion,0,25,New Cabell Hall 309, 10:00am - 10:50am,Fr,Paige Singer
1173,ECON,2010,12283,205,Discussion,0,25,New Cabell Hall 309, 11:00am - 11:50am,Fr,Paige Singer
1174,ECON,2010,12284,206,Discussion,0,25,New Cabell Hall 309, 12:00pm - 12:50pm,Fr,Spencer Kennedy
1175,ECON,2010,20580,207,Discussion,0,25,New Cabell Hall 309, 1:00pm - 1:50pm,Fr,Richard Song
1176,ECON,2010,20581,208,Discussion,0,25,New Cabell Hall 309, 2:00pm - 2:50pm,Fr,Richard Song
1177,ECON,2020,10118,001,Lecture,3,485,Chemistry Bldg 402, 11:00am - 12:15pm,TuTh,Lee Coppock
1178,ECON,2020,10119,002,Lecture,3,485,Chemistry Bldg 402, 12:30pm - 1:45pm,TuTh,Lee Coppock
1179,ECON,2020,11787,100,Discussion,0,18,New Cabell Hall 027, 8:30am - 9:20am,Tu,Julia Kothmann
1180,ECON,2020,11788,101,Discussion,0,18,Monroe Hall 114, 5:00pm - 5:50pm,Mo,Julia Kothmann
1181,ECON,2020,11789,102,Discussion,0,18,New Cabell Hall 315, 2:00pm - 2:50pm,Fr,Luan Falcao Daniel Santos
1182,ECON,2020,11790,103,Discussion,0,18,Monroe Hall 114, 8:00pm - 8:50pm,Th,Quinn Hermann
1183,ECON,2020,11791,104,Discussion,0,18,Wilson Hall 214, 8:30am - 9:20am,Tu,Kevin Miner
1184,ECON,2020,11792,105,Discussion,0,18,New Cabell Hall 303, 9:00am - 9:50am,Fr,Wuxin Zeng
1185,ECON,2020,11793,106,Discussion,0,18,New Cabell Hall 485, 6:00pm - 6:50pm,Mo,Maggie Isaacson
1186,ECON,2020,11794,107,Discussion,0,18,New Cabell Hall 303, 6:00pm - 6:50pm,Th,Jessica Canada
1187,ECON,2020,11795,108,Discussion,0,18,Monroe Hall 114, 9:00am - 9:50am,Fr,Yuyao Song
1188,ECON,2020,11796,109,Discussion,0,18,New Cabell Hall 383, 6:00pm - 6:50pm,Mo,Jacob Shapero
1189,ECON,2020,11797,110,Discussion,0,18,Monroe Hall 114, 2:00pm - 2:50pm,Mo,Daniel Nakasone
1190,ECON,2020,11798,111,Discussion,0,18,New Cabell Hall 395, 2:00pm - 2:50pm,Fr,Kevin Miner
1191,ECON,2020,11799,112,Discussion,0,18,New Cabell Hall 027, 6:00pm - 6:50pm,Th,Joseph Rilling
1192,ECON,2020,11801,114,Discussion,0,18,New Cabell Hall 338, 7:00pm - 7:50pm,Mo,Maggie Isaacson
1193,ECON,2020,11802,115,Discussion,0,18,New Cabell Hall 303, 2:00pm - 2:50pm,Fr,Madison Smither
1194,ECON,2020,12188,118,Discussion,0,18,Monroe Hall 114, 8:00am - 8:50am,Fr,Jessica Canada
1195,ECON,2020,11803,119,Discussion,0,18,Monroe Hall 114, 8:00pm - 8:50pm,Mo,Jessica Canada
1196,ECON,2020,11804,120,Discussion,0,18,Monroe Hall 114, 8:30am - 9:20am,Tu,Daniel Harper
1197,ECON,2020,11805,121,Discussion,0,18,New Cabell Hall 303, 8:00am - 8:50am,Mo,Dalton Ruh
1198,ECON,2020,11806,122,Discussion,0,18,Bryan Hall 330, 5:00pm - 5:50pm,Mo,Matty Ducker
1199,ECON,2020,11807,124,Discussion,0,18,New Cabell Hall 027, 5:00pm - 5:50pm,Mo,Josh Hurwitz
1200,ECON,2020,11808,125,Discussion,0,18,Cocke Hall 115, 6:00pm - 6:50pm,Mo,MD Amzad Hossain
1201,ECON,2020,11809,126,Discussion,0,18,New Cabell Hall 303, 4:00pm - 4:50pm,Mo,Josh Hurwitz
1202,ECON,2020,11810,127,Discussion,0,18,New Cabell Hall 315, 7:00pm - 7:50pm,Mo,Dalton Ruh
1203,ECON,2020,11811,128,Discussion,0,18,Monroe Hall 114, 5:00pm - 5:50pm,Th,Luan Falcao Daniel Santos
1204,ECON,2020,11812,129,Discussion,0,18,Wilson Hall 214, 3:00pm - 3:50pm,Fr,Grace Toufeili
1205,ECON,2020,11813,130,Discussion,0,18,New Cabell Hall 027, 2:00pm - 2:50pm,Fr,Wuxin Zeng
1206,ECON,2020,11814,131,Discussion,0,18,New Cabell Hall 364, 6:00pm - 6:50pm,Mo,Anthony Del Rosso
1207,ECON,2020,11815,132,Discussion,0,18,Cocke Hall 115, 5:00pm - 5:50pm,Mo,Neil Mathur
1208,ECON,2020,11816,133,Discussion,0,18,New Cabell Hall 395, 7:00pm - 7:50pm,Mo,Jacob Shapero
1209,ECON,2020,11817,135,Discussion,0,18,New Cabell Hall 485, 5:00pm - 5:50pm,Mo,MD Amzad Hossain
1210,ECON,2020,11818,136,Discussion,0,18,New Cabell Hall 027, 7:00pm - 7:50pm,Mo,Neil Mathur
1211,ECON,2020,11819,137,Discussion,0,18,Monroe Hall 114, 6:00pm - 6:50pm,Mo,Christopher Oliveira
1212,ECON,2020,11820,138,Discussion,0,18,Wilson Hall 214, 2:00pm - 2:50pm,Fr,Grace Toufeili
1213,ECON,2020,11821,139,Discussion,0,18,Monroe Hall 114, 6:00pm - 6:50pm,Th,Braedon Kehoe
1214,ECON,2020,11822,142,Discussion,0,18,Monroe Hall 114, 7:00pm - 7:50pm,Th,Madison Smither
1215,ECON,2020,11823,144,Discussion,0,18,Monroe Hall 114, 7:00pm - 7:50pm,Mo,Braedon Kehoe
1216,ECON,2020,11824,145,Discussion,0,18,New Cabell Hall 485, 6:00pm - 6:50pm,Th,Anthony Del Rosso
1217,ECON,2020,11825,146,Discussion,0,18,Nau Hall 242, 4:00pm - 4:50pm,Mo,Matty Ducker
1218,ECON,2020,11826,147,Discussion,0,18,Physics Bldg 218, 12:00pm - 12:50pm,Fr,Luan Falcao Daniel Santos
1219,ECON,2020,11827,148,Discussion,0,18,Monroe Hall 114, 12:00pm - 12:50pm,Fr,Grace Toufeili
1220,ECON,2020,11828,150,Discussion,0,18,Monroe Hall 114, 1:00pm - 1:50pm,Mo,Rutva Shah
1221,ECON,2020,11829,151,Discussion,0,15,New Cabell Hall 042, 8:30am - 9:20am,Tu,Yuyao Song
1222,ECON,2020,19836,154,Discussion,0,18,New Cabell Hall 168, 5:00pm - 5:50pm,Th,Joseph Rilling
1223,ECON,2020,19837,155,Discussion,0,18,New Cabell Hall 132, 5:00pm - 5:50pm,Th,Yuyao Song
1224,ECON,2020,19838,156,Discussion,0,18,Dell 2 102, 8:00am - 8:50am,Mo,Daniel Nakasone
1225,ECON,2020,19839,157,Discussion,0,18,Cocke Hall 115, 8:00am - 8:50am,Mo,Christopher Oliveira
1226,ECON,2020,19841,158,Discussion,0,18,Dell 2 102, 8:30am - 9:20am,Tu,MD Amzad Hossain
1227,ECON,2020,19842,159,Discussion,0,18,Dell 2 101, 7:00pm - 7:50pm,Mo,Rutva Shah
1228,ECON,2020,19843,160,Discussion,0,18,Dell 2 102, 7:00pm - 7:50pm,Mo,Quinn Hermann
1229,ECON,3010,10120,001,Lecture,4,85,Monroe Hall 130, 2:00pm - 3:15pm,TuTh,Andrew Kloosterman
1230,ECON,3010,11772,002,Lecture,4,85,Monroe Hall 130, 3:30pm - 4:45pm,TuTh,Andrew Kloosterman
1231,ECON,3010,10121,101,Discussion,0,30,Gibson Hall 141, 4:00pm - 4:50pm,Th,Staff
1232,ECON,3010,10122,102,Discussion,0,30,New Cabell Hall 364, 5:00pm - 5:50pm,Th,Staff
1233,ECON,3010,10123,103,Discussion,0,30,Maury Hall 113, 6:00pm - 6:50pm,Th,Staff
1234,ECON,3010,10124,104,Discussion,0,30,Wilson Hall 214, 6:00pm - 6:50pm,Th,Staff
1235,ECON,3010,10616,105,Discussion,0,30,Wilson Hall 214, 7:00pm - 7:50pm,Th,Staff
1236,ECON,3010,10617,106,Discussion,0,30,Wilson Hall 214, 8:00pm - 8:50pm,Th,Staff
1237,ECON,3010,13306,200,Lecture,4,85,Monroe Hall 130, 9:30am - 10:45am,TuTh,Peter Troyan
1238,ECON,3010,13307,201,Lecture,4,85,Monroe Hall 130, 11:00am - 12:15pm,TuTh,Peter Troyan
1239,ECON,3010,13308,202,Discussion,0,30,Maury Hall 110, 10:00am - 10:50am,Fr,Staff
1240,ECON,3010,13309,203,Discussion,0,30,Maury Hall 110, 11:00am - 11:50am,Fr,Staff
1241,ECON,3010,13310,204,Discussion,0,30,Maury Hall 110, 9:00am - 9:50am,Fr,Staff
1242,ECON,3010,13311,205,Discussion,0,30,Maury Hall 110, 8:00am - 8:50am,Fr,Staff
1243,ECON,3010,13312,206,Discussion,0,30,Maury Hall 110, 1:00pm - 1:50pm,Fr,Staff
1244,ECON,3010,13313,207,Discussion,0,30,Maury Hall 110, 12:00pm - 12:50pm,Fr,Staff
1245,ECON,3020,12447,400,Lecture,3,95,Wilson Hall 301, 12:30pm - 1:45pm,TuTh,Maria Westerfield
1246,ECON,3020,18915,500,Lecture,3,95,Wilson Hall 301, 3:30pm - 4:45pm,TuTh,Maria Westerfield
1247,ECON,3020,18919,600,Lecture,3,100,Wilson Hall 301, 5:00pm - 6:15pm,TuTh,Maria Westerfield
1248,ECON,3020,12448,701,Discussion,0,26,New Cabell Hall 232, 5:00pm - 5:50pm,Tu,Seunghyeon Lee
1249,ECON,3020,12449,702,Discussion,0,26,New Cabell Hall 232, 6:00pm - 6:50pm,Tu,Seunghyeon Lee
1250,ECON,3020,12450,703,Discussion,0,26,Monroe Hall 118, 7:00pm - 7:50pm,Tu,Jiafeng Wu
1251,ECON,3020,20058,704,Discussion,0,26,Physics Bldg 218, 6:00pm - 6:50pm,We,Gizem Kutlu
1252,ECON,3020,20059,705,Discussion,0,26,Physics Bldg 218, 7:00pm - 7:50pm,We,Gizem Kutlu
1253,ECON,3020,20060,706,Discussion,0,26,Physics Bldg 218, 8:00pm - 8:50pm,We,Tingrui Feng
1254,ECON,3020,18916,707,Discussion,0,26,Monroe Hall 116, 6:00pm - 6:50pm,Tu,Jiafeng Wu
1255,ECON,3020,18917,708,Discussion,0,26,Monroe Hall 111, 7:00pm - 7:50pm,Tu,Joaquin Saldain
1256,ECON,3020,18918,709,Discussion,0,26,Monroe Hall 111, 8:00pm - 8:50pm,Tu,Joaquin Saldain
1257,ECON,3020,18920,710,Discussion,0,26,New Cabell Hall 232, 5:00pm - 5:50pm,We,Yan Chen
1258,ECON,3020,18921,711,Discussion,0,26,New Cabell Hall 232, 6:00pm - 6:50pm,We,Yan Chen
1259,ECON,3020,18922,712,Discussion,0,26,New Cabell Hall 232, 7:00pm - 7:50pm,We,Tingrui Feng
1260,ECON,3030,11584,100,Lecture,3,75,Clark Hall 107, 3:30pm - 4:20pm,MoWe,Carter Doyle
1261,ECON,3030,13315,110,Discussion,0,26,New Cabell Hall 323, 5:00pm - 5:50pm,We,Jaeho Lee
1262,ECON,3030,13316,111,Discussion,0,26,New Cabell Hall 323, 6:00pm - 6:50pm,We,Jaeho Lee
1263,ECON,3030,13317,112,Discussion,0,26,New Cabell Hall 323, 7:00pm - 7:50pm,We,Jaeho Lee
1264,ECON,3030,18923,200,Lecture,3,40,Monroe Hall 118, 3:30pm - 4:45pm,TuTh,Zachary Bethune
1265,ECON,3030,18924,201,Discussion,0,26,New Cabell Hall 309, 5:00pm - 5:50pm,Th,Dengli Yang
1266,ECON,3030,18925,202,Discussion,0,26,New Cabell Hall 309, 6:00pm - 6:50pm,Th,Dengli Yang
1267,ECON,3050,13318,001,Lecture,3,36,Monroe Hall 118, 2:00pm - 3:15pm,MoWe,Edgar Olsen
1268,ECON,3050,13319,002,Lecture,3,36,Monroe Hall 118, 5:00pm - 6:15pm,MoWe,Edgar Olsen
1269,ECON,3630,19589,001,Lecture,3,60,McLeod Hall 2007, 3:30pm - 4:45pm,TuTh,Julia Devlin
1270,ECON,3630,13814,002,Lecture,3,65,Monroe Hall 124, 3:30pm - 4:45pm,MoWe,Julia Devlin
1271,ECON,3720,10129,099,Lecture,4,68,Monroe Hall 124, 12:30pm - 1:45pm,TuTh,Ronald Michener
1272,ECON,3720,13320,100,Lecture,4,68,Monroe Hall 124, 2:00pm - 3:15pm,TuTh,Ronald Michener
1273,ECON,3720,10132,101,Discussion,0,17,New Cabell Hall 268, 6:00pm - 6:50pm,Th,Yooseon Hwang
1274,ECON,3720,10131,102,Discussion,0,17,New Cabell Hall 068, 7:00pm - 7:50pm,Th,Yooseon Hwang
1275,ECON,3720,10130,103,Discussion,0,17,New Cabell Hall 068, 8:00pm - 8:50pm,Th,Yooseon Hwang
1276,ECON,3720,12694,104,Discussion,0,17,New Cabell Hall 268, 5:00pm - 5:50pm,Th,Staff
1277,ECON,3720,12695,105,Discussion,0,17,Mechanical Engr Bldg 214, 9:00am - 9:50am,Fr,Staff
1278,ECON,3720,12912,106,Discussion,0,17,Mechanical Engr Bldg 214, 10:00am - 10:50am,Fr,Taheya Tarannum
1279,ECON,3720,13321,107,Discussion,0,17,Mechanical Engr Bldg 214, 11:00am - 11:50am,Fr,Taheya Tarannum
1280,ECON,3720,13322,108,Discussion,0,17,Mechanical Engr Bldg 214, 12:00pm - 12:50pm,Fr,Taheya Tarannum
1281,ECON,3720,12003,300,Lecture,4,80,Monroe Hall 130, 3:30pm - 4:45pm,MoWe,Karim Chalak
1282,ECON,3720,11782,301,Discussion,0,29,New Cabell Hall 032, 6:00pm - 6:50pm,We,Yiyu Xing
1283,ECON,3720,11628,302,Discussion,0,29,New Cabell Hall 032, 7:00pm - 7:50pm,We,William Chenault
1284,ECON,3720,11741,303,Discussion,0,29,New Cabell Hall 032, 8:00pm - 8:50pm,We,William Chenault
1285,ECON,3720,12869,500,Lecture,4,80,Monroe Hall 130, 5:00pm - 6:15pm,MoWe,Karim Chalak
1286,ECON,3720,12696,501,Discussion,0,29,Wilson Hall 238, 6:00pm - 6:50pm,Th,Staff
1287,ECON,3720,12697,502,Discussion,0,29,Wilson Hall 238, 7:00pm - 7:50pm,Th,Staff
1288,ECON,3720,12698,503,Discussion,0,29,Wilson Hall 238, 8:00pm - 8:50pm,Th,Yiyu Xing
1289,ECON,4020,18936,001,Lecture,3,30,Wilson Hall 238, 12:30pm - 1:45pm,TuTh,Gaurab Aryal
1290,ECON,4110,19850,001,Lecture,3,60,Maury Hall 115, 5:00pm - 7:30pm,MoWe,Michael Moore
1291,ECON,4170,13323,001,Lecture,3,55,Monroe Hall 124, 9:30am - 10:45am,TuTh,Marc Santugini Repiquet
1292,ECON,4170,13324,002,Lecture,3,55,Nau Hall 211, 2:00pm - 3:15pm,TuTh,Marc Santugini Repiquet
1293,ECON,4170,19972,101,Discussion,0,20,Dell 2 101, 6:00pm - 6:50pm,Th,Yutong Chen
1294,ECON,4170,19974,102,Discussion,0,20,Dell 2 101, 7:00pm - 7:50pm,Th,Yutong Chen
1295,ECON,4170,19975,103,Discussion,0,20,Dell 2 101, 8:00pm - 8:50pm,Th,Yutong Chen
1296,ECON,4170,19977,104,Discussion,0,20,Monroe Hall 111, 1:00pm - 1:50pm,Fr,Hanna Charankevich
1297,ECON,4170,19983,105,Discussion,0,20,Monroe Hall 111, 2:00pm - 2:50pm,Fr,Hanna Charankevich
1298,ECON,4170,20099,106,Discussion,0,20,Monroe Hall 111, 12:00pm - 12:50pm,Fr,Hanna Charankevich
1299,ECON,4195,12702,001,Lecture,3,20,Monroe Hall 114, 9:30am - 10:45am,TuTh,Federico Ciliberto+1
1300,ECON,4220,11456,001,Lecture,3,70,Monroe Hall 130, 12:30pm - 1:45pm,TuTh,Eric Van Wincoop
1301,ECON,4230,18942,001,Lecture,3,20,Monroe Hall 114, 11:00am - 12:15pm,TuTh,John Mclaren
1302,ECON,4350,13652,100,Lecture,3,75,Ruffner Hall G004, 8:30am - 9:45am,MoWe,Christopher Mcgee
1303,ECON,4350,19499,101,Discussion,0,25,Dell 2 102, 6:00pm - 6:50pm,We,Tyler Wake
1304,ECON,4350,19500,102,Discussion,0,25,Dell 2 102, 7:00pm - 7:50pm,We,Tyler Wake
1305,ECON,4350,19501,103,Discussion,0,25,Dell 2 102, 8:00pm - 8:50pm,We,Tyler Wake
1306,ECON,4360,11498,001,Lecture,3,25,Monroe Hall 111, 8:30am - 9:45am,MoWe,Steven Peterson
1307,ECON,4365,18944,090,Lecture,3,49,Monroe Hall 116, 9:30am - 10:45am,TuTh,Ana Fostel
1308,ECON,4365,18946,091,Lecture,3,49,Monroe Hall 116, 11:00am - 12:15pm,TuTh,Ana Fostel
1309,ECON,4365,18945,101,Discussion,0,34,New Cabell Hall 323, 11:00am - 11:50am,Fr,Diego Legal Canisa
1310,ECON,4365,18947,102,Discussion,0,34,New Cabell Hall 323, 12:00pm - 12:50pm,Fr,Diego Legal Canisa
1311,ECON,4365,18949,103,Discussion,0,34,New Cabell Hall 323, 1:00pm - 1:50pm,Fr,Diego Legal Canisa
1312,ECON,4370,10133,100,Lecture,3,220,Maury Hall 209, 9:30am - 10:45am,TuTh,Edwin Burton
1313,ECON,4440,18950,100,Lecture,3,55,Monroe Hall 124, 11:00am - 12:15pm,TuTh,James Harrigan
1314,ECON,4440,18951,101,Discussion,0,21,New Cabell Hall 364, 9:00am - 9:50am,Fr,Ishita Gambhir
1315,ECON,4440,18952,102,Discussion,0,21,New Cabell Hall 364, 10:00am - 10:50am,Fr,Ishita Gambhir
1316,ECON,4444,19851,001,Lecture,3,60,Gilmer Hall 130, 2:00pm - 3:15pm,MoWe,Anton Korinek
1317,ECON,4444,20018,101,Discussion,0,20,New Cabell Hall 058, 5:00pm - 5:50pm,We,Miguel Mascarua
1318,ECON,4444,20019,102,Discussion,0,20,New Cabell Hall 058, 6:00pm - 6:50pm,We,Miguel Mascarua
1319,ECON,4444,20020,103,Discussion,0,20,New Cabell Hall 058, 7:00pm - 7:50pm,We,Miguel Mascarua
1320,ECON,4559,19824,002,Lecture,3,9,Contact Department, 8:00am - 11:00am,Tu,Sarah Turner
1321,ECON,4559,19691,100,Lecture,3,40,Monroe Hall 116, 2:00pm - 3:15pm,TuTh,John Mclaren
1322,ECON,4559,19716,101,Discussion,0,20,Wilson Hall 244, 9:00am - 9:50am,Fr,Staff
1323,ECON,4559,19717,102,Discussion,0,20,Wilson Hall 244, 10:00am - 10:50am,Fr,Staff
1324,ECON,4610,12285,100,Lecture,3,50,Monroe Hall 130, 8:30am - 9:45am,MoWe,Shan Aman-Rana
1325,ECON,4610,12286,101,Discussion,0,25,New Cabell Hall 389, 5:00pm - 5:50pm,We,Divya Pandey
1326,ECON,4610,12287,102,Discussion,0,25,New Cabell Hall 364, 6:00pm - 6:50pm,We,Divya Pandey
1327,ECON,4620,18956,001,Lecture,3,18,New Cabell Hall 209, 11:00am - 12:15pm,TuTh,Sheetal Sekhri
1328,ECON,4720,13325,100,Lecture,3,40,Monroe Hall 116, 8:30am - 9:45am,MoWe,Lidia Kosenkova
1329,ECON,4720,13326,101,Discussion,0,25,Wilson Hall 238, 8:00am - 8:50am,Fr,Emily Cook
1330,ECON,4720,13327,102,Discussion,0,25,Wilson Hall 238, 9:00am - 9:50am,Fr,Emily Cook
1331,ECON,4730,19914,001,Lecture,3,40,Mechanical Engr Bldg 213, 9:30am - 10:45am,TuTh,David Evans+1
1332,ECON,4880,10134,001,Lecture,3,12,Memorial Gymnasium 213, 2:00pm - 3:15pm,MoWe,Christopher Ruhm
1333,ECON,4993,19875,001,IND,1,30,TBA,TBA,,Carter Doyle
1334,ECON,4993,11627,003,IND,1 - 3,2,TBA,TBA,,Kenneth Elzinga
1335,ECON,4993,13977,004,IND,1 - 3,2,TBA,TBA,,John Mclaren
1336,ECON,4999,11222,001,IND,1 - 3,2,TBA,TBA,,Amalia Miller
1337,ECON,4999,13751,003,IND,1 - 3,2,TBA,TBA,,Jonathan Colmer
1338,ECON,4999,11223,005,IND,1 - 3,2,TBA,TBA,,John Pepper
1339,ECON,4999,11224,008,IND,1 - 3,2,TBA,TBA,,Kenneth Elzinga
1340,ECON,4999,11518,017,IND,1 - 3,2,TBA,TBA,,Kerem Cosar
1341,ECON,4999,11743,022,IND,1 - 3,2,TBA,TBA,,Leora Friedberg
1342,ECON,4999,13765,033,IND,1 - 3,5,TBA,TBA,,Federico Ciliberto
1343,ECON,4999,18957,034,IND,1 - 3,5,TBA,TBA,,Gaurab Aryal
1344,ECON,4999,18958,035,IND,1 - 3,5,TBA,TBA,,Edgar Olsen
1345,ECON,4999,18959,036,IND,1 - 3,5,TBA,TBA,,Sheetal Sekhri
1346,ECON,4999,18960,037,IND,1 - 3,5,TBA,TBA,,Sarah Turner
1347,ECON,5559,19644,001,Lecture,1,14,New Cabell Hall 038, 2:00pm - 3:15pm,MoWe,Michael Moore
1348,ECON,7030,11525,100,Lecture,4,30,Wilson Hall 238, 11:00am - 12:15pm,TuTh,Simon Anderson
1349,ECON,7030,11526,101,Discussion,0,30,Monroe Hall 116, 10:00am - 10:50am,Fr,Staff
